梁君彥
涂謹申
梁耀忠
石禮謙
張宇人
李國麟
林健鋒
黃定光
李慧琼
陳克勤
陳健波
梁美芬
黃國健
謝偉俊
毛孟靜
田北辰
何俊賢
易志明
胡志偉
姚思榮
馬逢國
莫乃光
陳志全
陳恒鑌
梁志祥
梁繼昌
麥美娟
郭家麒
郭偉强
郭榮鏗
張華峰
張超雄
黃碧雲
葉建源
葛珮帆
廖長江
潘兆平
蔣麗芸
盧偉國
鍾國斌
楊岳橋
尹兆堅
朱凱廸
吳永嘉
何君堯
何啟明
林卓廷
周浩鼎
邵家輝
邵家臻
柯創盛
容海恩
陳沛然
陳振英
陳淑莊
張國鈞
許智峯
陸頌雄
劉國勳
劉業強
鄭松泰
鄺俊宇
譚文豪
范國威
區諾軒
鄭泳舜
謝偉銓
游蕙禎
梁頌恆
曾鈺成
何俊仁
李卓人
涂謹申
陳鑑林
梁耀忠
劉皇發
劉慧卿
譚耀宗
石禮謙
張宇人
馮檢基
方剛
王國興
李國麟
林健鋒
梁君彥
黃定光
湯家驊
何秀蘭
李慧琼
林大輝
陳克勤
陳健波
梁美芬
梁家騮
張國柱
黃國健
葉國謙
葉劉淑儀
謝偉俊
梁家傑
梁國雄
陳偉業
黃毓民
毛孟靜
田北辰
田北俊
吳亮星
何俊賢
易志明
胡志偉
姚思榮
范國威
馬逢國
莫乃光
陳志全
陳恒鑌
陳家洛
陳婉嫻
梁志祥
梁繼昌
麥美娟
郭家麒
郭偉强
郭榮鏗
張華峰
張超雄
單仲偕
黃碧雲
葉建源
葛珮帆
廖長江
潘兆平
鄧家彪
蔣麗芸
盧偉國
鍾國斌
鍾樹根
謝偉銓
楊岳橋
吳靄儀
